>
        1.57079633        0.00000000
        1.57055709        0.02741418
        1.56983944        0.05482000
        1.56864361        0.08220913
        1.56696995        0.10957321
        1.56481897        0.13690392
        1.56219134        0.16419293
        1.55908785        0.19143192
        1.55550944        0.21861260
        1.55145722        0.24572668
        1.54693240        0.27276592
        1.54193637        0.29972207
        1.53647066        0.32658692
        1.53053692        0.35335229
        1.52413696        0.38001002
        1.51727274        0.40655201
        1.50994634        0.43297015
        1.50216000        0.45925640
        1.49391608        0.48540276
        1.48521711        0.51140126
        1.47606572        0.53724398
        1.46646470        0.56292306
        1.45641699        0.58843066
        1.44592564        0.61375902
        1.43499385        0.63890042
        1.42362494        0.66384721
        1.41182239        0.68859179
        1.39958978        0.71312661
        1.38693084        0.73744421
        1.37384942        0.76153717
        1.36034952        0.78539816
        1.34643525        0.80901992
        1.33211083        0.83239523
        1.31738065        0.85551700
        1.30224917        0.87837816
        1.28672102        0.90097176
        1.27080092        0.92329092
        1.25449373        0.94532883
        1.23780440        0.96707878
        1.22073802        0.98853416
        1.20329980        1.00968842
        1.18549504        1.03053511
        1.16732916        1.05106790
        1.14880771        1.07128052
        1.12993632        1.09116682
        1.11072073        1.11072073
        1.09116682        1.12993632
        1.07128052        1.14880771
        1.05106790        1.16732916
        1.03053511        1.18549504
        1.00968842        1.20329980
        0.98853416        1.22073802
        0.96707878        1.23780440
        0.94532883        1.25449373
        0.92329092        1.27080092
        0.90097176        1.28672102
        0.87837816        1.30224917
        0.85551700        1.31738065
        0.83239523        1.33211083
        0.80901992        1.34643525
        0.78539816        1.36034952
        0.76153717        1.37384942
        0.73744421        1.38693084
        0.71312661        1.39958978
        0.68859179        1.41182239
        0.66384721        1.42362494
        0.63890042        1.43499385
        0.61375902        1.44592564
        0.58843066        1.45641699
        0.56292306        1.46646470
        0.53724398        1.47606572
        0.51140126        1.48521711
        0.48540276        1.49391608
        0.45925640        1.50216000
        0.43297015        1.50994634
        0.40655201        1.51727274
        0.38001002        1.52413696
        0.35335229        1.53053692
        0.32658692        1.53647066
        0.29972207        1.54193637
        0.27276592        1.54693240
        0.24572668        1.55145722
        0.21861260        1.55550944
        0.19143192        1.55908785
        0.16419293        1.56219134
        0.13690392        1.56481897
        0.10957321        1.56696995
        0.08220913        1.56864361
        0.05482000        1.56983944
        0.02741418        1.57055709
        0.00000000        1.57079633
       -0.02741418        1.57055709
       -0.05482000        1.56983944
       -0.08220913        1.56864361
       -0.10957321        1.56696995
       -0.13690392        1.56481897
       -0.16419293        1.56219134
       -0.19143192        1.55908785
       -0.21861260        1.55550944
       -0.24572668        1.55145722
       -0.27276592        1.54693240
       -0.29972207        1.54193637
       -0.32658692        1.53647066
       -0.35335229        1.53053692
       -0.38001002        1.52413696
       -0.40655201        1.51727274
       -0.43297015        1.50994634
       -0.45925640        1.50216000
       -0.48540276        1.49391608
       -0.51140126        1.48521711
       -0.53724398        1.47606572
       -0.56292306        1.46646470
       -0.58843066        1.45641699
       -0.61375902        1.44592564
       -0.63890042        1.43499385
       -0.66384721        1.42362494
       -0.68859179        1.41182239
       -0.71312661        1.39958978
       -0.73744421        1.38693084
       -0.76153717        1.37384942
       -0.78539816        1.36034952
       -0.80901992        1.34643525
       -0.83239523        1.33211083
       -0.85551700        1.31738065
       -0.87837816        1.30224917
       -0.90097176        1.28672102
       -0.92329092        1.27080092
       -0.94532883        1.25449373
       -0.96707878        1.23780440
       -0.98853416        1.22073802
       -1.00968842        1.20329980
       -1.03053511        1.18549504
       -1.05106790        1.16732916
       -1.07128052        1.14880771
       -1.09116682        1.12993632
       -1.11072073        1.11072073
       -1.12993632        1.09116682
       -1.14880771        1.07128052
       -1.16732916        1.05106790
       -1.18549504        1.03053511
       -1.20329980        1.00968842
       -1.22073802        0.98853416
       -1.23780440        0.96707878
       -1.25449373        0.94532883
       -1.27080092        0.92329092
       -1.28672102        0.90097176
       -1.30224917        0.87837816
       -1.31738065        0.85551700
       -1.33211083        0.83239523
       -1.34643525        0.80901992
       -1.36034952        0.78539816
       -1.37384942        0.76153717
       -1.38693084        0.73744421
       -1.39958978        0.71312661
       -1.41182239        0.68859179
       -1.42362494        0.66384721
       -1.43499385        0.63890042
       -1.44592564        0.61375902
       -1.45641699        0.58843066
       -1.46646470        0.56292306
       -1.47606572        0.53724398
       -1.48521711        0.51140126
       -1.49391608        0.48540276
       -1.50216000        0.45925640
       -1.50994634        0.43297015
       -1.51727274        0.40655201
       -1.52413696        0.38001002
       -1.53053692        0.35335229
       -1.53647066        0.32658692
       -1.54193637        0.29972207
       -1.54693240        0.27276592
       -1.55145722        0.24572668
       -1.55550944        0.21861260
       -1.55908785        0.19143192
       -1.56219134        0.16419293
       -1.56481897        0.13690392
       -1.56696995        0.10957321
       -1.56864361        0.08220913
       -1.56983944        0.05482000
       -1.57055709        0.02741418
       -1.57079633        0.00000000
       -1.57055709       -0.02741418
       -1.56983944       -0.05482000
       -1.56864361       -0.08220913
       -1.56696995       -0.10957321
       -1.56481897       -0.13690392
       -1.56219134       -0.16419293
       -1.55908785       -0.19143192
       -1.55550944       -0.21861260
       -1.55145722       -0.24572668
       -1.54693240       -0.27276592
       -1.54193637       -0.29972207
       -1.53647066       -0.32658692
       -1.53053692       -0.35335229
       -1.52413696       -0.38001002
       -1.51727274       -0.40655201
       -1.50994634       -0.43297015
       -1.50216000       -0.45925640
       -1.49391608       -0.48540276
       -1.48521711       -0.51140126
       -1.47606572       -0.53724398
       -1.46646470       -0.56292306
       -1.45641699       -0.58843066
       -1.44592564       -0.61375902
       -1.43499385       -0.63890042
       -1.42362494       -0.66384721
       -1.41182239       -0.68859179
       -1.39958978       -0.71312661
       -1.38693084       -0.73744421
       -1.37384942       -0.76153717
       -1.36034952       -0.78539816
       -1.34643525       -0.80901992
       -1.33211083       -0.83239523
       -1.31738065       -0.85551700
       -1.30224917       -0.87837816
       -1.28672102       -0.90097176
       -1.27080092       -0.92329092
       -1.25449373       -0.94532883
       -1.23780440       -0.96707878
       -1.22073802       -0.98853416
       -1.20329980       -1.00968842
       -1.18549504       -1.03053511
       -1.16732916       -1.05106790
       -1.14880771       -1.07128052
       -1.12993632       -1.09116682
       -1.11072073       -1.11072073
       -1.09116682       -1.12993632
       -1.07128052       -1.14880771
       -1.05106790       -1.16732916
       -1.03053511       -1.18549504
       -1.00968842       -1.20329980
       -0.98853416       -1.22073802
       -0.96707878       -1.23780440
       -0.94532883       -1.25449373
       -0.92329092       -1.27080092
       -0.90097176       -1.28672102
       -0.87837816       -1.30224917
       -0.85551700       -1.31738065
       -0.83239523       -1.33211083
       -0.80901992       -1.34643525
       -0.78539816       -1.36034952
       -0.76153717       -1.37384942
       -0.73744421       -1.38693084
       -0.71312661       -1.39958978
       -0.68859179       -1.41182239
       -0.66384721       -1.42362494
       -0.63890042       -1.43499385
       -0.61375902       -1.44592564
       -0.58843066       -1.45641699
       -0.56292306       -1.46646470
       -0.53724398       -1.47606572
       -0.51140126       -1.48521711
       -0.48540276       -1.49391608
       -0.45925640       -1.50216000
       -0.43297015       -1.50994634
       -0.40655201       -1.51727274
       -0.38001002       -1.52413696
       -0.35335229       -1.53053692
       -0.32658692       -1.53647066
       -0.29972207       -1.54193637
       -0.27276592       -1.54693240
       -0.24572668       -1.55145722
       -0.21861260       -1.55550944
       -0.19143192       -1.55908785
       -0.16419293       -1.56219134
       -0.13690392       -1.56481897
       -0.10957321       -1.56696995
       -0.08220913       -1.56864361
       -0.05482000       -1.56983944
       -0.02741418       -1.57055709
       -0.00000000       -1.57079633
        0.02741418       -1.57055709
        0.05482000       -1.56983944
        0.08220913       -1.56864361
        0.10957321       -1.56696995
        0.13690392       -1.56481897
        0.16419293       -1.56219134
        0.19143192       -1.55908785
        0.21861260       -1.55550944
        0.24572668       -1.55145722
        0.27276592       -1.54693240
        0.29972207       -1.54193637
        0.32658692       -1.53647066
        0.35335229       -1.53053692
        0.38001002       -1.52413696
        0.40655201       -1.51727274
        0.43297015       -1.50994634
        0.45925640       -1.50216000
        0.48540276       -1.49391608
        0.51140126       -1.48521711
        0.53724398       -1.47606572
        0.56292306       -1.46646470
        0.58843066       -1.45641699
        0.61375902       -1.44592564
        0.63890042       -1.43499385
        0.66384721       -1.42362494
        0.68859179       -1.41182239
        0.71312661       -1.39958978
        0.73744421       -1.38693084
        0.76153717       -1.37384942
        0.78539816       -1.36034952
        0.80901992       -1.34643525
        0.83239523       -1.33211083
        0.85551700       -1.31738065
        0.87837816       -1.30224917
        0.90097176       -1.28672102
        0.92329092       -1.27080092
        0.94532883       -1.25449373
        0.96707878       -1.23780440
        0.98853416       -1.22073802
        1.00968842       -1.20329980
        1.03053511       -1.18549504
        1.05106790       -1.16732916
        1.07128052       -1.14880771
        1.09116682       -1.12993632
        1.11072073       -1.11072073
        1.12993632       -1.09116682
        1.14880771       -1.07128052
        1.16732916       -1.05106790
        1.18549504       -1.03053511
        1.20329980       -1.00968842
        1.22073802       -0.98853416
        1.23780440       -0.96707878
        1.25449373       -0.94532883
        1.27080092       -0.92329092
        1.28672102       -0.90097176
        1.30224917       -0.87837816
        1.31738065       -0.85551700
        1.33211083       -0.83239523
        1.34643525       -0.80901992
        1.36034952       -0.78539816
        1.37384942       -0.76153717
        1.38693084       -0.73744421
        1.39958978       -0.71312661
        1.41182239       -0.68859179
        1.42362494       -0.66384721
        1.43499385       -0.63890042
        1.44592564       -0.61375902
        1.45641699       -0.58843066
        1.46646470       -0.56292306
        1.47606572       -0.53724398
        1.48521711       -0.51140126
        1.49391608       -0.48540276
        1.50216000       -0.45925640
        1.50994634       -0.43297015
        1.51727274       -0.40655201
        1.52413696       -0.38001002
        1.53053692       -0.35335229
        1.53647066       -0.32658692
        1.54193637       -0.29972207
        1.54693240       -0.27276592
        1.55145722       -0.24572668
        1.55550944       -0.21861260
        1.55908785       -0.19143192
        1.56219134       -0.16419293
        1.56481897       -0.13690392
        1.56696995       -0.10957321
        1.56864361       -0.08220913
        1.56983944       -0.05482000
        1.57055709       -0.02741418
        1.57079633       -0.00000000
>
        1.04719755        0.00000000
        1.04703806        0.01827612
        1.04655963        0.03654667
        1.04576240        0.05480609
        1.04464663        0.07304881
        1.04321265        0.09126928
        1.04146089        0.10946195
        1.03939190        0.12762128
        1.03700630        0.14574173
        1.03430481        0.16381779
        1.03128827        0.18184395
        1.02795758        0.19981471
        1.02431377        0.21772461
        1.02035795        0.23556819
        1.01609131        0.25334002
        1.01151516        0.27103467
        1.00663089        0.28864676
        1.00144000        0.30617093
        0.99594405        0.32360184
        0.99014474        0.34093417
        0.98404381        0.35816266
        0.97764314        0.37528204
        0.97094466        0.39228711
        0.96395043        0.40917268
        0.95666257        0.42593362
        0.94908330        0.44256481
        0.94121492        0.45906119
        0.93305985        0.47541774
        0.92462056        0.49162947
        0.91589962        0.50769145
        0.90689968        0.52359878
        0.89762350        0.53934661
        0.88807389        0.55493016
        0.87825377        0.57034466
        0.86816612        0.58558544
        0.85781401        0.60064784
        0.84720062        0.61552728
        0.83632915        0.63021922
        0.82520293        0.64471919
        0.81382535        0.65902277
        0.80219986        0.67312561
        0.79033002        0.68702341
        0.77821944        0.70071193
        0.76587181        0.71418701
        0.75329088        0.72744454
        0.74048049        0.74048049
        0.72744454        0.75329088
        0.71418701        0.76587181
        0.70071193        0.77821944
        0.68702341        0.79033002
        0.67312561        0.80219986
        0.65902277        0.81382535
        0.64471919        0.82520293
        0.63021922        0.83632915
        0.61552728        0.84720062
        0.60064784        0.85781401
        0.58558544        0.86816612
        0.57034466        0.87825377
        0.55493016        0.88807389
        0.53934661        0.89762350
        0.52359878        0.90689968
        0.50769145        0.91589962
        0.49162947        0.92462056
        0.47541774        0.93305985
        0.45906119        0.94121492
        0.44256481        0.94908330
        0.42593362        0.95666257
        0.40917268        0.96395043
        0.39228711        0.97094466
        0.37528204        0.97764314
        0.35816266        0.98404381
        0.34093417        0.99014474
        0.32360184        0.99594405
        0.30617093        1.00144000
        0.28864676        1.00663089
        0.27103467        1.01151516
        0.25334002        1.01609131
        0.23556819        1.02035795
        0.21772461        1.02431377
        0.19981471        1.02795758
        0.18184395        1.03128827
        0.16381779        1.03430481
        0.14574173        1.03700630
        0.12762128        1.03939190
        0.10946195        1.04146089
        0.09126928        1.04321265
        0.07304881        1.04464663
        0.05480609        1.04576240
        0.03654667        1.04655963
        0.01827612        1.04703806
        0.00000000        1.04719755
       -0.01827612        1.04703806
       -0.03654667        1.04655963
       -0.05480609        1.04576240
       -0.07304881        1.04464663
       -0.09126928        1.04321265
       -0.10946195        1.04146089
       -0.12762128        1.03939190
       -0.14574173        1.03700630
       -0.16381779        1.03430481
       -0.18184395        1.03128827
       -0.19981471        1.02795758
       -0.21772461        1.02431377
       -0.23556819        1.02035795
       -0.25334002        1.01609131
       -0.27103467        1.01151516
       -0.28864676        1.00663089
       -0.30617093        1.00144000
       -0.32360184        0.99594405
       -0.34093417        0.99014474
       -0.35816266        0.98404381
       -0.37528204        0.97764314
       -0.39228711        0.97094466
       -0.40917268        0.96395043
       -0.42593362        0.95666257
       -0.44256481        0.94908330
       -0.45906119        0.94121492
       -0.47541774        0.93305985
       -0.49162947        0.92462056
       -0.50769145        0.91589962
       -0.52359878        0.90689968
       -0.53934661        0.89762350
       -0.55493016        0.88807389
       -0.57034466        0.87825377
       -0.58558544        0.86816612
       -0.60064784        0.85781401
